"Date",	"Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
24/01/2011	,0.0053597616794528,0.00801138341552902,0.00335201622493457,-0.00529928286065234,0.000652003907826614,0.000419216743072992
26/01/2011	,-0.00641785699976928,-0.00253642193379411,0.00188880776495189,0.00250445858027245,-0.00224861908665602,0.000419216743072992
27/01/2011	,-0.00752768346453696,-0.00845851057692924,0.01785045415893,-0.00872738952702822,-0.0044259708610998,0.000419216743072992
28/01/2011	,-0.0193902878408756,-8.15274131740623e-05,0.00672621933994375,0.00407093666652797,-0.00306048109718743,0.000419216743072992
31/01/2011	,-0.00346838610158584,0.00197499012914884,0.0036749623196055,0.00497417260808548,0.00539691453605073,0.000420288198160979
01/02/2011	,0.0137035855698427,0.0123187985590991,-0.00480997473336953,-0.00668934490573715,-0.000835314013878558,0.000421002341569165
02/02/2011	,-0.0108773631100206,0.0276715643216693,0.00474698421684517,-0.00484695448096933,0.0256521631992068,0.000421716357043911
03/02/2011	,-0.00205513574176951,-0.0205810972946215,0.0163025158741812,-0.00693529481991889,-0.0134680037371602,0.000422430244631178
04/02/2011	,-0.0205057847744703,0.00264251363779506,0.00140589241117107,-0.00240198147991577,0.006881952198334,0.000422430244631178
07/02/2011	,0.00129736271835599,-0.0110720635392565,0.00207803348559407,0.00126206047368843,-0.00407222007375677,0.000422787140481384
08/02/2011	,0.00441486468572498,0.00146968617879784,-0.0104911955547591,0.00593490490364922,-0.00130632819629146,0.000423500836323587
09/02/2011	,-0.0239360959399001,0.0121361031551983,0.00155725651664939,-0.00680476394652825,0.0147964427445323,0.000424214404392886
10/02/2011	,0.0023323785651512,-0.00343301907826884,-0.00107384149080158,-0.00447068512712629,-0.00257865808125749,0.000424927844735246
11/02/2011	,0.0170280276324067,-0.0127272538302412,-0.00352658985497117,0.0052858291561523,-0.013789764477293,0.00042528451702295
14/02/2011	,0.00907282256265778,-0.000727804983772325,-0.0064621331962604,0.0175192657688257,-0.00280078216623984,0.000427067399858316
15/02/2011	,0.00268537175041667,-0.000601107493624643,-0.00299447240359543,0.00551978995822896,0.00640682945078977,0.000427780329750771
16/02/2011	,0.017475647737931,-0.00236442824197953,-0.00786981077650215,-0.00329696061112866,-0.00729112519780265,0.000428493132144769
17/02/2011	,0.00190401456209919,-0.00702790231343673,-0.00385713313353711,-0.00085495481889474,-0.00316509911533447,0.000429562096776914
18/02/2011	,0.00328258119161346,-0.00422473076808899,-0.0028200467584789,0.00355438545415507,-0.00597759099339167,0.00042991835462125
21/02/2011	,-0.00850798068094116,0.00574192247722917,0.00544907662540527,0.000294233702122837,0.00956009397696975,0.000431699166352884
22/02/2011	,-0.0114548699689481,-0.0120915190870686,-0.00311652773276579,-0.00330355743093075,-0.00291609260696364,0.000432767271604684
23/02/2011	,0.00622030749431294,-0.00193563699078136,0.00351632697105352,-0.00741478268808066,-0.000946060016005922,0.000434190966840831
24/02/2011	,-0.00340140911490279,0.000209688753320353,-0.00111723530582121,-0.00220670820412258,-0.00379247121059935,0.000437036832622084
25/02/2011	,0.00052718558909584,-0.00179551432585349,0.00255677681820059,0.00387666797602715,0.00449804905058368,0.000437036832622084
28/02/2011	,0.00879077131184416,0.00527259814469152,0.00109097477724879,0.00587639875430843,0.00691707164264157,0.000436325556649741
01/03/2011	,-0.011478347829043,0.00392926262573926,0.00101368664916334,0.0119103133310515,0.0126726199292835,0.00043668121050211
02/03/2011	,0.0132988379285622,-0.00774909483234091,-0.00283921559326544,0.00668179685064983,-0.00732046712688862,0.000437747981688608
03/03/2011	,0.00809762865891467,-0.0103915314430271,-0.00364057064714338,-0.00138086267366595,-0.00812418515719683,0.000437747981688608
04/03/2011	,-0.0012969108686596,-0.00633767325101667,-0.00465860748097773,0.000121862140298148,-0.00335363631898555,0.000437747981688608
09/03/2011	,-0.0108921520681961,0.00191910472596349,0.00503056838346585,0.00225568621321507,0.0137474132549981,0.00043881446743832
10/03/2011	,-0.0188932295198533,-0.00561039769039297,-0.0081702996708492,0.0093751067488453,-0.00521254393739688,0.000438459003894165
11/03/2011	,0.00890684133953807,-0.00441721329276714,0.00561146350790904,-0.00201025226325225,-0.00922330130925061,0.000438459003894165
14/03/2011	,0.00477364386857391,-0.0118973763140511,-0.00579921121337452,-0.000378180399590821,-0.00580038911122084,0.00043881446743832
15/03/2011	,-0.00297038578473149,-0.00859226321444493,0.00326113118371288,-0.00220306665945503,-0.00797444426028148,0.00043881446743832
16/03/2011	,-0.017190750394513,0.0106548048407128,-0.00850042737105966,0.00261290707411204,0.00295572414692278,0.000439169899284275
17/03/2011	,0.00465672597266614,0.000620962495377566,0.00729403380213876,0.00633213613668301,0.00245885511700886,0.000439169899284275
18/03/2011	,0.00789377922416909,-0.00458534680737805,0.0123596932432623,-0.0112393250296683,-0.0096829789372697,0.000439169899284275
21/03/2011	,0.00145634092019043,-0.00307068911913824,0.00543705968364449,0.0142170582474425,0.00946699996287701,0.000439169899284275
22/03/2011	,0.0130966075906625,-0.0043225131574115,-0.00531450730390156,0.0049536623265892,-0.00386354768737802,0.000439169899284275
23/03/2011	,0.00352066864046096,0.00405160440525601,0.00554806790564908,-0.00228136898645861,0.00539866987689038,0.000439525299437582
24/03/2011	,-0.0026095583351782,-0.00397147481396754,-0.00248114048051285,0.00236199980967928,0.00627223365361241,0.000439880667904236
25/03/2011	,0.00310136000297156,-0.00517700841585205,0.0116856092540593,-0.0034640781325135,0.00345579140588176,0.000439880667904236
28/03/2011	,-0.00898432758932795,0.00728803342127464,0.000830367632071723,0.00394134677062365,0.00258860427138185,0.000440236004689565
29/03/2011	,0.00292985164277153,-0.00616357375492207,0.00296735814447641,0.00164054724770302,-0.00188837357935786,0.000440591309799343
30/03/2011	,0.00970105102144658,0.00449497536794114,-0.00500714778879972,0.00233254439420425,0.00238788786340219,0.000439880667904236
31/03/2011	,0.0106090967008686,-0.0039122003912445,0.000514158521110079,0.003031899230426,0.00384250946863326,0.000439880667904236
01/04/2011	,0.0090084443962263,0.00948682271212171,0.00401800175462102,0.00162456780363184,-0.00139827697487741,0.000440591309799343
04/04/2011	,0.00213741921116573,0.00013713774210472,0.00327625309987268,-0.00609163718494142,-0.0028636155939322,0.000441301825014895
05/04/2011	,0.000851931155500065,-0.00335725734641166,0.00469476535060538,0.00402344924473085,-0.00140154019396816,0.00044236736041281
06/04/2011	,-0.00829903702380235,0.00571549971839999,-0.00149549593189008,0.00426383841433332,0.0106149952374699,0.000442722475588075
07/04/2011	,-0.00145648339841828,0.000216474787917618,-0.0074442080425121,-0.0075040970965506,-0.0040368931440882,0.000443077559127314
08/04/2011	,-0.00762358147241422,0.0012608015567864,0.0019549896270631,0.00321856021156463,0.00287191311327103,0.000443432611036298
11/04/2011	,-0.00706395378186411,0.0117990131846622,0.00243691796738583,0.00922138166796553,0.0117318572079544,0.000445562258569066
12/04/2011	,-0.0166854044333127,-0.00207989445102806,-0.00447135083651166,0.00884860138465403,0.00402723054874444,0.000445562258569066
13/04/2011	,-0.00634967410423235,-0.00977583605178749,-0.0029775649955172,0.00875614248206972,-0.0034620198700305,0.000446271888292937
14/04/2011	,-0.000827528399754311,0.00175172942236367,0.00592663402712313,0.00635600477176378,0.00723254082502237,0.000445562258569066
15/04/2011	,0.00427531992399054,-0.00655456185383473,-0.00386668234799278,0.000828600556675231,-0.00411740263119818,0.000446626655782767
18/04/2011	,-0.014931521032211,-0.0114574486407515,-0.00063051685826496,0.0124299811632572,0.00131742248043046,0.000447690768831333
19/04/2011	,0.0101526772255802,0.00101753041236341,-0.00103661989669601,-0.00521434587891753,-0.00627357135224136,0.000447690768831333
20/04/2011	,0.0130219388493301,0.00665956350647904,-0.0200777216805963,0.00221612663888977,-0.00145618120482444,0.000448400019735562
25/04/2011	,-0.000646103874818334,0.00390587817393787,0.00444807581284496,0.00507785893546136,0.000573649894735125,0.000446271888292937
26/04/2011	,0.00331147177621282,-0.0127721927507001,0.00668412851030081,0.00355875703159029,-0.00683340990986224,0.000446271888292937
27/04/2011	,-0.0117568882452841,-0.00106025672919698,-0.0130060224543065,0.00378393561494248,-0.00213755059806538,0.000446271888292937
28/04/2011	,-0.00930987561514289,-0.00482708726787993,-0.00203394329614327,0.00571629634186225,-0.00126490606011847,0.000446271888292937
29/04/2011	,0.00519160015119561,0.00677944450692175,-0.00306768974088141,-0.00280268526526566,-0.00398353389700483,0.000446271888292937
02/05/2011	,-0.00524190778916461,-0.00983291979075335,-0.00972025069038654,0.0192439472192134,0.00197507738469645,0.000446271888292937
03/05/2011	,-0.0164550157282459,-0.00574135462455503,0.00552049689204383,0.0118744002133898,0.00507924203727102,0.000446626655782767
04/05/2011	,-0.00793903850426991,-0.0024139398375913,0.00860595442304133,-0.000414912697893146,0.00737780279749427,0.000446981391698742
05/05/2011	,-0.0012294120177813,-0.0061291433892759,-0.00282973201022966,-0.00159989684418135,-0.00232115404602731,0.000446981391698742
06/05/2011	,0.0115983621688726,0.00412099252115057,-0.015759541296267,0.0030996559895529,-0.0029823815574256,0.000446981391698742
09/05/2011	,0.00254131281165886,0.00513457645963707,0.002298444762231,0.0120998261397457,0.00339743591979975,0.000447690768831333
10/05/2011	,0.00324057948551967,0.0131696017721228,0.0146750994149783,-0.00326334611318132,0.00484813514377126,0.000447690768831333
11/05/2011	,-0.0158639827471522,0.000749628464537211,-3.7326085445346e-05,0.000764222192436047,0.00956797117410672,0.000448400019735562
12/05/2011	,0.00144308630436641,-0.000171551776048093,0.00130174358673735,0.00818327687781305,-0.00149691649193526,0.000448400019735562
13/05/2011	,-0.0123834019902294,-0.00860238943221522,-0.0101016235123637,0.0149367422538372,0.00346422700780926,0.000448400019735562
16/05/2011	,-0.00322431491991476,-0.00301712196173867,-0.000344726514511639,0.000971346071752788,0.00620456543704438,0.000448754597866197
17/05/2011	,0.00970159248382235,-0.00747175210668464,0.0022629871267784,-0.01274754071153,-0.0121630901053702,0.000448754597866197
18/05/2011	,-0.00930429721750376,0.00409629406381497,0.00688972847189821,0.0143922646055022,0.0149592153142481,0.000449109144456505
19/05/2011	,-0.00441972421632116,-0.00672459590284489,0.01265977993452,0.00882512890158668,0.00917339950644501,0.000449463659512483
20/05/2011	,0.00228489092327799,-0.00145221738644676,0.00695737519140934,-0.00248873353329548,-0.00616230216306055,0.00044981814303946
23/05/2011	,-0.00572095655090506,-0.00544736042957562,-0.00386608149998635,0.00592453885039037,-0.00345496401359422,0.000450172595043208
24/05/2011	,0.0131112209015674,-0.00305686561546666,0.0111700837631862,-0.00878297752425175,-0.00306462408621755,0.000450527015529056
25/05/2011	,-0.00121729292884563,0.00428371000293848,-0.00254893056242881,-0.0016503972223949,0.0014980341499739,0.000450881404503001
26/05/2011	,0.0101707495211264,0.00149661275716333,0.00117829378971935,-0.000925869472142403,-0.00700459109125691,0.000450881404503001
27/05/2011	,0.00247804420204098,0.0116038297180513,-0.000788203589561734,0.00234464570620268,0.00599416723574351,0.000450881404503001
30/05/2011	,-0.00610546855073053,0.0157036019302442,0.00473203795651092,-0.00947237804417694,0.0101132218947965,0.00045123576197037
31/05/2011	,0.00624221885125504,0.00157968309837787,-0.000406853940723179,-0.00110139975392873,0.00133463037531748,0.000451590087936937
01/06/2011	,-0.0135169233300201,0.00448912331694595,-0.00157633195153485,0.00819316506221907,0.00805091879003888,0.000451944382408032
02/06/2011	,0.00762258599963933,-0.0157587367212154,-0.00174505463076686,-0.00636216081905014,-0.0119314001023948,0.000452652876887338
03/06/2011	,0.000482745671658307,0.0242943855344032,-0.00449023282628423,-0.0091584170303157,0.00886328049218526,0.000453007076906653
06/06/2011	,-0.0156718251857542,0.0247712164160153,-0.0126286131785198,0.00863222428865901,0.0153791020191214,0.000453715382532138
07/06/2011	,0.00167925882711845,-0.0106516639235669,-0.00607481423681581,0.0063957589997996,-0.0085647069325951,0.000454423562311179
08/06/2011	,-0.00183571076186167,-0.000240013095471021,-0.00887334059910355,-0.00175707672735788,-0.00197376524362324,0.000455131616288851
09/06/2011	,0.00346455775719167,0.00694420042757084,-0.00280164675069344,-0.0067172584486914,0.00175581691118104,0.00045583954450934
10/06/2011	,-0.00953967823654537,-0.0034173098605616,-0.0057985878143333,0.00329627611203372,0.00275211288174616,0.000455131616288851
13/06/2011	,-0.0101289454013574,0.00261983490808721,0.00497842129114307,0.0058437531941401,0.00431500692817297,0.000455485596115857
14/06/2011	,0.00599240684084403,-0.00176839535298129,-0.000125031706832416,0.0037486159294002,-0.00078750734215262,0.000455485596115857
15/06/2011	,-0.00642822194616202,0.00441008045994703,-0.00536119067258113,0.000358860914023294,0.00378799872684266,0.00045583954450934
16/06/2011	,-0.0087233281867243,0.00378953352392788,0.00514106150462761,0.00463212374975854,0.0124954647686462,0.00045583954450934
17/06/2011	,8.82838034454082e-05,0.0034800616880747,0.00676438218063389,0.00116933779014633,0.000921581827096041,0.00045583954450934
20/06/2011	,0.00297852260083386,-0.00893734910978172,-0.00431785650908395,-0.0036176093071893,-0.00855291659878685,0.000456193461474852
21/06/2011	,0.00486361664548992,-0.00599545118953855,-0.00530935952441557,0.0071148232248957,0.00304301862306021,0.000456547347017944
22/06/2011	,-0.00162895740005052,-0.0045064808849897,-0.00274233338839276,5.49470378873474e-05,-0.0036748172656887,0.000456193461474852
24/06/2011	,-0.00164577105256422,0.0116656558258635,-0.00349404935344928,0.0061107594004648,0.0198225661785497,0.000456901201144166
27/06/2011	,0.00207871553663915,0.00200680092379979,-0.00203006756255429,-0.000311427251494725,-0.00735387292490301,0.000456901201144166
28/06/2011	,0.0142743994918209,-0.00353995811464595,-0.0114760730467389,-0.00562186215141998,-0.00999260495924227,0.000456901201144166
29/06/2011	,0.00176545401228255,-0.0110441987431875,0.00671229796240818,0.00175838420387372,-0.00418561275095825,0.000456901201144166
30/06/2011	,0.00277136204967195,0.00750180497306945,0.00406122139097301,-0.000911476871705887,0.00570721788425332,0.000457255023859071
01/07/2011	,0.01174798891153,-0.00347244267247463,-0.0118190135740659,-0.00944270781357802,-0.00976375324777754,0.000457255023859071
04/07/2011	,0.00511844908001982,0.00773209780101978,0.00232287608795808,-0.0115675892055079,-0.00630183441369073,0.000458316303592055
05/07/2011	,-0.00897092168670018,0.0043425234498802,-0.00682856379256619,0.00703085621988847,0.00595468402957807,0.000458670000717865
06/07/2011	,-0.00616956450130202,0.00957631353118652,-0.000573050965570403,-0.000823463627172674,0.0132221876987633,0.000459377300825015
07/07/2011	,-0.00656480722123935,0.00691794748794484,0.00603200717843119,-0.00269608056778553,0.00713817687281543,0.000459730903817457
08/07/2011	,-0.0119088972992662,0.00311762951351219,-0.00288693307789762,0.00262919206894774,0.00515741931329406,0.000460084475443434
11/07/2011	,-0.0175209556012522,-0.0113937901670856,0.00137261714317431,0.0127184565528874,0.00241828782795917,0.000460084475443434
12/07/2011	,-0.00845012652936578,-0.00601160509841171,-0.00361652357970099,0.00757392139085565,-0.00255109017368365,0.000460438015708275
13/07/2011	,0.0134819144377263,-0.00656483204348908,0.00117128296201355,0.00245862390827551,-0.00599070669971123,0.000461145002177199
14/07/2011	,-0.0136041732381664,-0.00284334667195283,-0.00537774954202995,0.00406916741630252,-0.000558292884659951,0.000461145002177199
15/07/2011	,-0.0052477319697874,0.00942949817805615,0.0158012975863877,-0.00716153399065607,0.00806038327781446,0.000461498448392383
18/07/2011	,-0.00807874859720049,-0.00792893652896718,-0.000464258968610753,0.00697512272611723,0.00582853624025324,0.000462205246812397
19/07/2011	,0.00383825180530106,-0.00244996623111907,-0.0106375064287032,-0.00664367962416372,-0.00945785692981052,0.00046291191992176
